item,front_back,left_right,top_bottom,grid,blue_synthetic_01,purple_cotton_01,red_synthetic_01,blue_synthetic_04,teal_cotton_04,white_cat_04,black_animal_05,blue_animal_05,red_animal_05,green_cotton_12,orange_cotton_12,red_synthetic_12,white_cat_12,black_animal_14,blue_animal_14,red_animal_14,white_cat_14,green_cotton_15,purple_cotton_15,yellow_cotton_15
01-01,F,R,T,A1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01-01,F,R,T,B3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,T,D4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01-01,F,R,T,E4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
01-01,F,R,T,E5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
01-01,F,R,T,B6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
01-01,F,R,T,C8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,T,D9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B12,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A13,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01-01,F,R,T,B13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B16,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,T,B17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B22,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,T,D23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,F23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,A24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,B24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,C24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,D24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,T,E24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01-01,F,R,T,F24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,B,F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01-01,F,R,B,F10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
01-01,F,R,B,E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C13,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E14,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,C19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,D19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,E19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,F19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,A20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-01,F,R,B,B20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
